113010,03/11/1995,Fair Game,Andrew Sipes,William Baldwin,Cindy Crawford,Steven Berkoff,Christopher McDonald,Miguel Sandoval,Johann Carlo,Salma Hayek,John Bedford Lloyd,Olek Krupa,Jenette Goldstein,William Baldwin,Cindy Crawford,Steven Berkoff,Christopher McDonald,Miguel Sandoval,Johann Carlo,Salma Hayek,John Bedford Lloyd,Olek Krupa,Jenette Goldstein
113537,06/10/1995,Kicking and Screaming,Noah Baumbach,Josh Hamilton,Samuel Gould,Catherine Kellner,Jonathan Baumbach,John Lehr,Olivia d'Abo,Peter Czernin,Carlos Jacott,Chris Eigeman,Eric Stoltz,Josh Hamilton,Samuel Gould,Catherine Kellner,Jonathan Baumbach,John Lehr,Olivia d'Abo,Peter Czernin,Carlos Jacott,Chris Eigeman,Eric Stoltz
113828,22/03/1995,Les Miserables,Claude Lelouch,Jean-Paul Belmondo,Michel Boujenah,Alessandra Martines,Salomé Lelouch,Annie Girardot,Philippe Léotard,Clémentine Célarié,Philippe Khorsand,Ticky Holgado,Rufus,Jean-Paul Belmondo,Michel Boujenah,Alessandra Martines,Salomé Lelouch,Annie Girardot,Philippe Léotard,Clémentine Célarié,Philippe Khorsand,Ticky Holgado,Rufus
115644,26/01/1996,Bed of Roses,Michael Goldenberg,Christian Slater,Mary Stuart Masterson,Pamela Adlon,Josh Brolin,Brian Tarantina,Debra Monk,Mary Alice,Kenneth Cranham,Ally Walker,Anne Pitoniak,Christian Slater,Mary Stuart Masterson,Pamela Adlon,Josh Brolin,Brian Tarantina,Debra Monk,Mary Alice,Kenneth Cranham,Ally Walker,Anne Pitoniak
115676,26/01/1996,Big Bully,Steve Miner,Rick Moranis,Tom Arnold,Julianne Phillips,Carol Kane,Jeffrey Tambor,Curtis Armstrong,Faith Prince,Tony Pierce,Don Knotts,Blake Bashoff,Rick Moranis,Tom Arnold,Julianne Phillips,Carol Kane,Jeffrey Tambor,Curtis Armstrong,Faith Prince,Tony Pierce,Don Knotts,Blake Bashoff
114367,08/09/1995,Screamers,Christian Duguay,Peter Weller,Roy Dupuis,Jennifer Rubin,Andrew Lauer,Charles Edwin Powell,Ron White,Michael Caloz,Liliana Komorowska,Jason Cavalier,Leni Parker,Peter Weller,Roy Dupuis,Jennifer Rubin,Andrew Lauer,Charles Edwin Powell,Ron White,Michael Caloz,Liliana Komorowska,Jason Cavalier,Leni Parker
113973,18/02/1995,Nico Icon,Susanne Ofteringer,Nico,Tina Aumont,Christian Päffgen,Edith Boulogne,Jackson Browne,John Cale,Danny Fields,Carlos De Maldonado-Bostock,Jonas Mekas,Paul Morrissey,Nico,Tina Aumont,Christian Päffgen,Edith Boulogne,Jackson Browne,John Cale,Danny Fields,Carlos De Maldonado-Bostock,Jonas Mekas,Paul Morrissey
112744,15/11/1995,The Crossing Guard,Sean Penn,Jack Nicholson,David Morse,Anjelica Huston,Robin Wright,Piper Laurie,Richard Bradford,Priscilla Barnes,David Baerwald,Robbie Robertson,John Savage,Jack Nicholson,David Morse,Anjelica Huston,Robin Wright,Piper Laurie,Richard Bradford,Priscilla Barnes,David Baerwald,Robbie Robertson,John Savage
116731,02/02/1996,The Juror,Brian Gibson,Demi Moore,Alec Baldwin,Joseph Gordon-Levitt,James Gandolfini,Lindsay Crouse,Anne Heche,Tony Lo Bianco,Michael Constantine,Matt Craven,Todd Susman,Demi Moore,Alec Baldwin,Joseph Gordon-Levitt,James Gandolfini,Lindsay Crouse,Anne Heche,Tony Lo Bianco,Michael Constantine,Matt Craven,Todd Susman
112445,01/01/1995,The White Balloon,Jafar Panahi,Aida Mohammadkhani,Mohsen Kafili,Fereshteh Sadre Orafaiy,Anna Borkowska,Mohammad Shahani,Mohammed Bakhtiar,Aliasghar Smadi,Hamidreza Tahery,Asghar Barzegar,Hasan Neamatolahi,Aida Mohammadkhani,Mohsen Kafili,Fereshteh Sadre Orafaiy,Anna Borkowska,Mohammad Shahani,Mohammed Bakhtiar,Aliasghar Smadi,Hamidreza Tahery,Asghar Barzegar,Hasan Neamatolahi
114660,01/12/1995,Things to Do in Denver When You're Dead,Gary Fleder,Andy Garcia,Christopher Lloyd,William Forsythe,Bill Nunn,Treat Williams,Jack Warden,Steve Buscemi,Fairuza Balk,Gabrielle Anwar,Christopher Walken,Andy Garcia,Christopher Lloyd,William Forsythe,Bill Nunn,Treat Williams,Jack Warden,Steve Buscemi,Fairuza Balk,Gabrielle Anwar,Christopher Walken
112379,12/09/1995,Antonia's Line,Marleen Gorris,Willeke van Ammelrooy,Els Dottermans,Dora van der Groen,Veerle van Overloop,Esther Vriesendorp,Carolien Spoor,Thyrza Ravesteijn,Mil Seghers,Jan Decleir,Elsie de Brauw,Willeke van Ammelrooy,Els Dottermans,Dora van der Groen,Veerle van Overloop,Esther Vriesendorp,Carolien Spoor,Thyrza Ravesteijn,Mil Seghers,Jan Decleir,Elsie de Brauw
114039,26/01/1996,Once Upon a Time... When We Were Colored,Tim Reid, Al Freeman Jr.,Phylicia Rashad,Leon,Paula Kelly,Salli Richardson-Whitfield,Anna Maria Horsford,Bernie Casey,Isaac Hayes,Ray J,Karen Malina White, Al Freeman Jr.,Phylicia Rashad,Leon,Paula Kelly,Salli Richardson-Whitfield,Anna Maria Horsford,Bernie Casey,Isaac Hayes,Ray J,Karen Malina White
113612,22/11/1995,Last Summer in the Hamptons,Henry Jaglom,Victoria Foyt,Viveca Lindfors,Jon Robin Baitz,Savannah Smith Boucher,Roscoe Lee Browne,Andre Gregory,Nick Gregory,Melissa Leo,Roddy McDowall,Martha Plimpton,Victoria Foyt,Viveca Lindfors,Jon Robin Baitz,Savannah Smith Boucher,Roscoe Lee Browne,Andre Gregory,Nick Gregory,Melissa Leo,Roddy McDowall,Martha Plimpton
112365,10/09/1995,Angels and Insects,Philip Haas,Mark Rylance,Kristin Scott Thomas,Patsy Kensit,Jeremy Kemp,Douglas Henshall,Annette Badland,Chris Larkin,Anna Massey,Saskia Wickham,Lindsay Thomas,Mark Rylance,Kristin Scott Thomas,Patsy Kensit,Jeremy Kemp,Douglas Henshall,Annette Badland,Chris Larkin,Anna Massey,Saskia Wickham,Lindsay Thomas
118158,02/02/1996,White Squall,Ridley Scott,Jeff Bridges,Caroline Goodall,John Savage,Scott Wolf,Jeremy Sisto,Ryan Phillippe,David Lascher,Eric Michael Cole,Jason Marsden,David Selby,Jeff Bridges,Caroline Goodall,John Savage,Scott Wolf,Jeremy Sisto,Ryan Phillippe,David Lascher,Eric Michael Cole,Jason Marsden,David Selby
116151,12/01/1996,Dunston Checks In,Ken Kwapis,Jason Alexander,Faye Dunaway,Eric Lloyd,Rupert Everett,Graham Sack,Paul Reubens,Glenn Shadix,Nathan Davis,Jennifer Bassey,Judith Scott,Jason Alexander,Faye Dunaway,Eric Lloyd,Rupert Everett,Graham Sack,Paul Reubens,Glenn Shadix,Nathan Davis,Jennifer Bassey,Judith Scott
115697,01/02/1996,Black Sheep,Penelope Spheeris,Chris Farley,David Spade,Tim Matheson,Christine Ebersole,Gary Busey,Grant Heslov,Timothy Carhart,Bruce McGill,Michael Patrick Carter,Boyd Banks,Chris Farley,David Spade,Tim Matheson,Christine Ebersole,Gary Busey,Grant Heslov,Timothy Carhart,Bruce McGill,Michael Patrick Carter,Boyd Banks
113972,22/11/1995,Nick of Time,John Badham,Johnny Depp,Courtney Chase,Charles S. Dutton,Christopher Walken,Roma Maffia,Marsha Mason,Peter Strauss,Gloria Reuben,Bill Smitrovich,G.D. Spradlin,Johnny Depp,Courtney Chase,Charles S. Dutton,Christopher Walken,Roma Maffia,Marsha Mason,Peter Strauss,Gloria Reuben,Bill Smitrovich,G.D. Spradlin
113490,14/09/1995,The Journey of August King,John Duigan,Jason Patric,Thandie Newton,Larry Drake,Sam Waterston,Sarah-Jane Wylde,Eric Mabius,Muse Watson,John Doman,Andy Stahl,Danny Nelson,Jason Patric,Thandie Newton,Larry Drake,Sam Waterston,Sarah-Jane Wylde,Eric Mabius,Muse Watson,John Doman,Andy Stahl,Danny Nelson
117002,23/02/1996,Mary Reilly,Stephen Frears,Julia Roberts,John Malkovich,George Cole,Michael Gambon,Kathy Staff,Glenn Close,Michael Sheen,Bronagh Gallagher,Linda Bassett,Henry Goodman,Julia Roberts,John Malkovich,George Cole,Michael Gambon,Kathy Staff,Glenn Close,Michael Sheen,Bronagh Gallagher,Linda Bassett,Henry Goodman
114825,26/10/1995,Vampire in Brooklyn,Wes Craven,Eddie Murphy,Angela Bassett,Allen Payne,Kadeem Hardison,John Witherspoon,Zakes Mokae,Joanna Cassidy,Simbi Kali,Messiri Freeman,Kelly Cinnante,Eddie Murphy,Angela Bassett,Allen Payne,Kadeem Hardison,John Witherspoon,Zakes Mokae,Joanna Cassidy,Simbi Kali,Messiri Freeman,Kelly Cinnante
115639,09/02/1996,Beautiful Girls,Ted Demme,Matt Dillon,Noah Emmerich,Annabeth Gish,Lauren Holly,Timothy Hutton,Rosie O'Donnell,Max Perlich,Martha Plimpton,Natalie Portman,Michael Rapaport,Matt Dillon,Noah Emmerich,Annabeth Gish,Lauren Holly,Timothy Hutton,Rosie O'Donnell,Max Perlich,Martha Plimpton,Natalie Portman,Michael Rapaport
115759,09/02/1996,Broken Arrow,John Woo,John Travolta,Christian Slater,Samantha Mathis,Delroy Lindo,Bob Gunton,Frank Whaley,Howie Long,Vondie Curtis-Hall,Jack Thompson,Vyto Ruginis,John Travolta,Christian Slater,Samantha Mathis,Delroy Lindo,Bob Gunton,Frank Whaley,Howie Long,Vondie Curtis-Hall,Jack Thompson,Vyto Ruginis
113403,01/12/1995,A Midwinter's Tale,Kenneth Branagh,Richard Briers,Hetta Charnley,Joan Collins,Nicholas Farrell,Mark Hadfield,Gerard Horan,Celia Imrie,Michael Maloney,Jennifer Saunders,Julia Sawalha,Richard Briers,Hetta Charnley,Joan Collins,Nicholas Farrell,Mark Hadfield,Gerard Horan,Celia Imrie,Michael Maloney,Jennifer Saunders,Julia Sawalha
113247,31/05/1995,La Haine,Mathieu Kassovitz,Vincent Cassel,Hubert Koundé,Saïd Taghmaoui,Abdel Ahmed Ghili,Solo,Joseph Momo,Héloïse Rauth,Rywka Wajsbrot,Olga Abrego,Laurent Labasse,Vincent Cassel,Hubert Koundé,Saïd Taghmaoui,Abdel Ahmed Ghili,Solo,Joseph Momo,Héloïse Rauth,Rywka Wajsbrot,Olga Abrego,Laurent Labasse
111173,06/12/1994,Shopping,Paul W.S. Anderson,Sadie Frost,Jude Law,Sean Pertwee,Fraser James,Sean Bean,Marianne Faithfull,Jonathan Pryce,Daniel Newman,Lee Whitlock,Ralph Ineson,Sadie Frost,Jude Law,Sean Pertwee,Fraser James,Sean Bean,Marianne Faithfull,Jonathan Pryce,Daniel Newman,Lee Whitlock,Ralph Ineson
113283,27/12/1995,Heidi Fleiss: Hollywood Madam,Nick Broomfield,Nick Broomfield,Nina Xining Zuo,Madam Alex,Corinne Bohrer,Mike Brambles,Cookie,Elisa Fleiss,Heidi Fleiss,Jason Fleiss,Jesse Fleiss,Nick Broomfield,Nina Xining Zuo,Madam Alex,Corinne Bohrer,Mike Brambles,Cookie,Elisa Fleiss,Heidi Fleiss,Jason Fleiss,Jesse Fleiss
115907,16/02/1996,City Hall,Harold Becker,Al Pacino,John Cusack,Bridget Fonda,Danny Aiello,Martin Landau,David Paymer,Anthony Franciosa,Richard Schiff,Lindsay Duncan,Nestor Serrano,Al Pacino,John Cusack,Bridget Fonda,Danny Aiello,Martin Landau,David Paymer,Anthony Franciosa,Richard Schiff,Lindsay Duncan,Nestor Serrano
115734,21/02/1996,Bottle Rocket,Wes Anderson,Luke Wilson,Owen Wilson,Ned Dowd,Shea Fowler,Haley Miller,Robert Musgrave,Andrew Wilson,Brian Tenenbaum,Jenni Tooley,Temple Nash,Luke Wilson,Owen Wilson,Ned Dowd,Shea Fowler,Haley Miller,Robert Musgrave,Andrew Wilson,Brian Tenenbaum,Jenni Tooley,Temple Nash
117102,16/02/1996,Mr. Wrong,Nick Castle,Ellen DeGeneres,Bill Pullman,Joan Cusack,Dean Stockwell,Joan Plowright,John Livingston,Robert Goulet,Ellen Cleghorne,Hope Davis,Brad William Henke,Ellen DeGeneres,Bill Pullman,Joan Cusack,Dean Stockwell,Joan Plowright,John Livingston,Robert Goulet,Ellen Cleghorne,Hope Davis,Brad William Henke
118040,23/02/1996,Unforgettable,John Dahl,Ray Liotta,Linda Fiorentino,Peter Coyote,Christopher McDonald,David Paymer,Duncan Fraser,Caroline Elliott,Colleen Rennison,Kim Cattrall,Stellina Rusich,Ray Liotta,Linda Fiorentino,Peter Coyote,Christopher McDonald,David Paymer,Duncan Fraser,Caroline Elliott,Colleen Rennison,Kim Cattrall,Stellina Rusich
116483,16/02/1996,Happy Gilmore,Dennis Dugan,Adam Sandler,Christopher McDonald,Julie Bowen,Frances Bay,Carl Weathers,Allen Covert,Robert Smigel,Bob Barker,Richard Kiel,Dennis Dugan,Adam Sandler,Christopher McDonald,Julie Bowen,Frances Bay,Carl Weathers,Allen Covert,Robert Smigel,Bob Barker,Richard Kiel,Dennis Dugan
112579,28/05/1995,The Bridges of Madison County,Clint Eastwood,Clint Eastwood,Meryl Streep,Annie Corley,Victor Slezak,Jim Haynie,Sarah Zahn,Christopher Kroon,Phyllis Lyons,Debra Monk,Richard Lage,Clint Eastwood,Meryl Streep,Annie Corley,Victor Slezak,Jim Haynie,Sarah Zahn,Christopher Kroon,Phyllis Lyons,Debra Monk,Richard Lage
110251,07/11/1994,Nobody Loves Me,Doris Dörrie,Maria Schrader,Pierre Sanoussi-Bliss,Michael von Au,Elisabeth Trissenaar,Ingo Naujoks,Joachim Król,Peggy Parnass,Lorose Keller,Anya Hoffmann,Erwin Grosche,Maria Schrader,Pierre Sanoussi-Bliss,Michael von Au,Elisabeth Trissenaar,Ingo Naujoks,Joachim Król,Peggy Parnass,Lorose Keller,Anya Hoffmann,Erwin Grosche
117110,16/02/1996,Muppet Treasure Island,Brian Henson,Tim Curry,Billy Connolly,Jennifer Saunders,Kevin Bishop,Dave Goelz,Steve Whitmire,Jerry Nelson,Kevin Clash,Bill Barretta,Frank Oz,Tim Curry,Billy Connolly,Jennifer Saunders,Kevin Bishop,Dave Goelz,Steve Whitmire,Jerry Nelson,Kevin Clash,Bill Barretta,Frank Oz
112646,08/12/1995,Catwalk,Robert Leacock,Christy Turlington,Azzedine Alaïa,Giorgio Armani,Nadja Auermann,Sandra Bernhard,Kate Betts,Brandi,Carla Bruni,Naomi Campbell,Nino Cerruti,Christy Turlington,Azzedine Alaïa,Giorgio Armani,Nadja Auermann,Sandra Bernhard,Kate Betts,Brandi,Carla Bruni,Naomi Campbell,Nino Cerruti
113276,20/05/1995,Headless Body in Topless Bar,James Bruce,Raymond J. Barry,Rustam Branaman,Jennifer MacDonald,Taylor Nichols,David Selby,Paul Williams,April Grace,Biff Yeager,Tom Bresnahan,Deborah De Voto,Raymond J. Barry,Rustam Branaman,Jennifer MacDonald,Taylor Nichols,David Selby,Paul Williams,April Grace,Biff Yeager,Tom Bresnahan,Deborah De Voto
112573,24/05/1995,Braveheart,Mel Gibson,James Robinson,Sean Lawlor,Sandy Nelson,James Cosmo,Sean McGinley,Alan Tall,Andrew Weir,Gerda Stevenson,Ralph Riach,Mhairi Calvey,James Robinson,Sean Lawlor,Sandy Nelson,James Cosmo,Sean McGinley,Alan Tall,Andrew Weir,Gerda Stevenson,Ralph Riach,Mhairi Calvey
113326,30/01/1995,Rumble in the Bronx,Stanley Tong,Jackie Chan,Anita Mui,Françoise Yip,Bill Tung,Marc Akerstream,Garvin Cross,Morgan Lam,Ailen Sit,Man-Ching Chan,Fred Andrucci,Jackie Chan,Anita Mui,Françoise Yip,Bill Tung,Marc Akerstream,Garvin Cross,Morgan Lam,Ailen Sit,Man-Ching Chan,Fred Andrucci
115645,23/02/1996,Before and After,Barbet Schroeder,Meryl Streep,Liam Neeson,Edward Furlong,Julia Weldon,Alfred Molina,Daniel von Bargen,John Heard,Ann Magnuson,Alison Folland,Kaiulani Lee,Meryl Streep,Liam Neeson,Edward Furlong,Julia Weldon,Alfred Molina,Daniel von Bargen,John Heard,Ann Magnuson,Alison Folland,Kaiulani Lee
113774,13/09/1995,Margaret's Museum,Mort Ransen,Helena Bonham Carter,Clive Russell,Craig Olejnik,Kate Nelligan,Kenneth Welsh,Andrea Morris,Peter Boretski,Barrie Dunn,Norma Dell'Agnese,Glenn Wadman,Helena Bonham Carter,Clive Russell,Craig Olejnik,Kate Nelligan,Kenneth Welsh,Andrea Morris,Peter Boretski,Barrie Dunn,Norma Dell'Agnese,Glenn Wadman
112556,31/01/1995,Happiness Is in the Field,Étienne Chatiliez,Michel Serrault,Eddy Mitchell,Sabine Azéma,Carmen Maura,François Morel,Guilaine Londez,Virginie Darmon,Alexandra London,Christophe Kourotchkine,Jean Bousquet,Michel Serrault,Eddy Mitchell,Sabine Azéma,Carmen Maura,François Morel,Guilaine Londez,Virginie Darmon,Alexandra London,Christophe Kourotchkine,Jean Bousquet
112373,08/06/1995,Anne Frank Remembered,Jon Blair,Kenneth Branagh,Janny Brandes-Brilslijper,Glenn Close,Rose De Liema,Sal De Liema,Buddy Elias,Bloeme Evers,Anne Frank,Edith Frank,Margot Frank,Kenneth Branagh,Janny Brandes-Brilslijper,Glenn Close,Rose De Liema,Sal De Liema,Buddy Elias,Bloeme Evers,Anne Frank,Edith Frank,Margot Frank
115033,20/01/1995,The Young Poisoner's Handbook,Benjamin Ross,Tobias Arnold,Ruth Sheen,Roger Lloyd Pack,Hugh O'Conor,Norman Caro,Dorothea Alexander,Charlotte Coleman,Paul Stacey,Samantha Edmonds,Robert Demeger,Tobias Arnold,Ruth Sheen,Roger Lloyd Pack,Hugh O'Conor,Norman Caro,Dorothea Alexander,Charlotte Coleman,Paul Stacey,Samantha Edmonds,Robert Demeger
116606,08/03/1996,If Lucy Fell,Eric Schaeffer,Sarah Jessica Parker,Eric Schaeffer,Ben Stiller,Elle Macpherson,James Rebhorn,Robert John Burke,David Thornton,Bill Sage,Dominic Chianese,Scarlett Johansson,Sarah Jessica Parker,Eric Schaeffer,Ben Stiller,Elle Macpherson,James Rebhorn,Robert John Burke,David Thornton,Bill Sage,Dominic Chianese,Scarlett Johansson
114536,29/09/1995,Steal Big Steal Little,Andrew Davis,Andy Garcia,Alan Arkin,Rachel Ticotin,Joe Pantoliano,Holland Taylor,Ally Walker,David Ogden Stiers,Charles Rocket,Richard Bradford,Kevin McCarthy,Andy Garcia,Alan Arkin,Rachel Ticotin,Joe Pantoliano,Holland Taylor,Ally Walker,David Ogden Stiers,Charles Rocket,Richard Bradford,Kevin McCarthy
117427,22/03/1996,Race the Sun,Charles T. Kanganis,Halle Berry,Jim Belushi,Bill Hunter,Casey Affleck,Eliza Dushku,Kevin Tighe,Anthony Ruivivar,J. Moki Cho,Dion Basco,Sara Tanaka,Halle Berry,Jim Belushi,Bill Hunter,Casey Affleck,Eliza Dushku,Kevin Tighe,Anthony Ruivivar,J. Moki Cho,Dion Basco,Sara Tanaka
106473,06/12/1992,The Boys of St. Vincent,John N. Smith,Henry Czerny,Johnny Morina,Brian Dooley,Philip Dinn,Brian Dodd,Ashley Billard,Jeremy Keefe,Jonathan Lewis,Michael Wade,Greg Thomey,Henry Czerny,Johnny Morina,Brian Dooley,Philip Dinn,Brian Dodd,Ashley Billard,Jeremy Keefe,Jonathan Lewis,Michael Wade,Greg Thomey
103859,30/06/1992,Boomerang,Reginald Hudlin,Eddie Murphy,Robin Givens,Halle Berry,David Alan Grier,Martin Lawrence,Grace Jones,Geoffrey Holder,Eartha Kitt,Chris Rock,Tisha Campbell-Martin,Eddie Murphy,Robin Givens,Halle Berry,David Alan Grier,Martin Lawrence,Grace Jones,Geoffrey Holder,Eartha Kitt,Chris Rock,Tisha Campbell-Martin
109424,14/07/1994,Chungking Express,Kar-Wai Wong,Brigitte Lin,Tony Chiu-Wai Leung,Faye Wong,Takeshi Kaneshiro,Valerie Chow,Jinquan Chen,Lee-Na Kwan,Zhiming Huang,Liang Zhen,Songshen Zuo,Brigitte Lin,Tony Chiu-Wai Leung,Faye Wong,Takeshi Kaneshiro,Valerie Chow,Jinquan Chen,Lee-Na Kwan,Zhiming Huang,Liang Zhen,Songshen Zuo
114808,21/09/1995,The Star Maker,Giuseppe Tornatore,Sergio Castellitto,Tiziana Lodato,Franco Scaldati,Leopoldo Trieste,Clelia Rondinella,Tano Cimarosa,Nicola Di Pinto,Costantino Carrozza,Jane Alexander,Tony Sperandeo,Sergio Castellitto,Tiziana Lodato,Franco Scaldati,Leopoldo Trieste,Clelia Rondinella,Tano Cimarosa,Nicola Di Pinto,Costantino Carrozza,Jane Alexander,Tony Sperandeo
116324,22/03/1996,Flirting with Disaster,David O. Russell,Ben Stiller,Patricia Arquette,Téa Leoni,Mary Tyler Moore,George Segal,Alan Alda,Lily Tomlin,Richard Jenkins,Josh Brolin,Celia Weston,Ben Stiller,Patricia Arquette,Téa Leoni,Mary Tyler Moore,George Segal,Alan Alda,Lily Tomlin,Richard Jenkins,Josh Brolin,Celia Weston
110647,26/10/1994,The Neverending Story III: Escape from Fantasia,Peter MacDonald,Jason James Richter,Melody Kay,Jack Black,Carole Finn,Ryan Bollman,Freddie Jones,Julie Cox,Moya Brady,Tony Robinson,Thomas Petruo,Jason James Richter,Melody Kay,Jack Black,Carole Finn,Ryan Bollman,Freddie Jones,Julie Cox,Moya Brady,Tony Robinson,Thomas Petruo
111055,30/09/1994,The Silences of the Palace,Moufida Tlatli,Amel Hedhili,Najia Ouerghi,Hind Sabri,Fatima Ben Saïdane,Zahira Ben Ammar,Sabah Bouzouita,Sonia Meddeb,Hélène Catzaras,Ghalia Lacroix,Michket Krifa,Amel Hedhili,Najia Ouerghi,Hind Sabri,Fatima Ben Saïdane,Zahira Ben Ammar,Sabah Bouzouita,Sonia Meddeb,Hélène Catzaras,Ghalia Lacroix,Michket Krifa
114131,09/02/1996,Pie in the Sky,Bryan Gordon,Josh Charles,Anne Heche,John Goodman,Christine Lahti,Christine Ebersole,Peter Riegert,Dey Young,Bob Balaban,Wil Wheaton,Jesse Stock,Josh Charles,Anne Heche,John Goodman,Christine Lahti,Christine Ebersole,Peter Riegert,Dey Young,Bob Balaban,Wil Wheaton,Jesse Stock
112364,01/01/1995,Angela,Rebecca Miller,Miranda Rhyne,Charlotte Eve Blythe,Anna Levine,John Ventimiglia,Ruth Maleczech,Vincent Gallo,Garrett Bemer,Peter Facinelli,Hynden Walch,Henry Stram,Miranda Rhyne,Charlotte Eve Blythe,Anna Levine,John Ventimiglia,Ruth Maleczech,Vincent Gallo,Garrett Bemer,Peter Facinelli,Hynden Walch,Henry Stram
113107,22/11/1995,Frankie Starlight,Michael Lindsay-Hogg,Corban Walker,Niall Toibin,Owen Roe,Gabriel Byrne,Anne Parillaud,Alan Devine,Edward Naessens,Laurent Mellet,Ulrich Funke,Guy Verame,Corban Walker,Niall Toibin,Owen Roe,Gabriel Byrne,Anne Parillaud,Alan Devine,Edward Naessens,Laurent Mellet,Ulrich Funke,Guy Verame
113451,13/10/1995,Jade,William Friedkin,David Caruso,Linda Fiorentino,Chazz Palminteri,Richard Crenna,Michael Biehn,Donna Murphy,Ken King,Holt McCallany,David Hunt,Angie Everhart,David Caruso,Linda Fiorentino,Chazz Palminteri,Richard Crenna,Michael Biehn,Donna Murphy,Ken King,Holt McCallany,David Hunt,Angie Everhart
114015,16/08/1995,Nueba Yol,Ángel Muñiz,Luisito Martí,Caridad Ravelo,Raúl Carbonell,Rafael Villalona,Joel Garcia,Randolph Feliz,Alfonso Zayas,Bersaida Vega,Rosalba Rolon,Manny Gironny,Luisito Martí,Caridad Ravelo,Raúl Carbonell,Rafael Villalona,Joel Garcia,Randolph Feliz,Alfonso Zayas,Bersaida Vega,Rosalba Rolon,Manny Gironny
114500,01/08/1995,Sonic Outlaws,Craig Baldwin,Lloyd Dunn,Chris Grigg,Mark Hosler,Don Joyce,Doug Kahn,Casey Kasem,Alan Korn,Richard Lyons,Paul Neff,John Oswald,Lloyd Dunn,Chris Grigg,Mark Hosler,Don Joyce,Doug Kahn,Casey Kasem,Alan Korn,Richard Lyons,Paul Neff,John Oswald
116130,01/03/1996,Down Periscope,David S. Ward,Kelsey Grammer,Lauren Holly,Rob Schneider,Harry Dean Stanton,Bruce Dern,William H. Macy,Ken Hudson Campbell,Toby Huss,Duane Martin,Jonathan Penner,Kelsey Grammer,Lauren Holly,Rob Schneider,Harry Dean Stanton,Bruce Dern,William H. Macy,Ken Hudson Campbell,Toby Huss,Duane Martin,Jonathan Penner
113125,08/09/1995,From the Journals of Jean Seberg,Mark Rappaport,Mary Beth Hurt,Jean Seberg,Mary Beth Hurt,Jean Seberg
113756,15/09/1995,Man of the Year,Dirk Shafer,Vivian Paxton,Claudette Sutherland,Michael Ornstein,Cal Bartlett,Mary Stein,Dirk Shafer,Beth Broderick,Cynthia Szigeti,Dennis Bailey,Charles Sloane
113952,23/08/1995,The Neon Bible,Terence Davies,Jacob Tierney,Drake Bell,Gena Rowlands,Diana Scarwid,Denis Leary,Bob Hannah,Aaron Frisch,Charles Franzen,Leo Burmester,Sherry Velvet
114618,01/08/1995,Target,Sandip Ray,Mohan Agashe,Barun Chakraborty,Champa,Gyanesh Mukherjee,Om Puri,Anjan Srivastav
118055,01/03/1996,Up Close & Personal,Jon Avnet,Robert Redford,Michelle Pfeiffer,Stockard Channing,Joe Mantegna,Kate Nelligan,Glenn Plummer,James Rebhorn,Scott Bryce,Raymond Cruz,Dedee Pfeiffer
115685,08/03/1996,The Birdcage,Mike Nichols,Robin Williams,Gene Hackman,Nathan Lane,Dianne Wiest,Dan Futterman,Calista Flockhart,Hank Azaria,Christine Baranski,Tom McGowan,Grant Heslov
113200,12/10/1995,Virgin Mary,Jakov Sedlar,Martin Sheen,Michael York,Morgan Fairchild,Paul Guilfoyle,George Coe,Ray Girardin,Frank Finlay,Tony Zazula,William Hootkins,Angelo Santiago
112585,09/08/1995,The Brothers McMullen,Edward Burns,Shari Albert,Maxine Bahns,Catharine Bolz,Connie Britton,Edward Burns,Peter Johansen,Jennifer Jostyn,Michael McGlone,Elizabeth McKay,Jack Mulcahy
112442,07/04/1995,Bad Boys,Michael Bay,Lisa Boyle,Michael Taliferro,Emmanuel Xuereb,Tchéky Karyo,Marc Macaulay,Ralph Gonzalez,Vic Manni,Frank John Hughes,Mike Kirton,Martin Lawrence
112342,25/08/1995,The Amazing Panda Adventure,Christopher Cain,Stephen Lang,Ryan Slater,Yi Ding,Wang Fei,Zhou Jian Zhong,Yao Er Ga,O Mi Jia Can,Cheu Gang,He Yu,Yeh Hui
112461,21/04/1995,The Basketball Diaries,Scott Kalvert,Leonardo DiCaprio,Lorraine Bracco,Marilyn Sokol,James Madio,Patrick McGaw,Mark Wahlberg,Roy Cooper,Vincent Pastore,Bruno Kirby,Jimmy Papiris
112427,21/07/1995,An Awfully Big Adventure,Mike Newell,Alan Rickman,Hugh Grant,Georgina Cates,Alun Armstrong,Peter Firth,Prunella Scales,Rita Tushingham,Alan Cox,Edward Petherbridge,Nicola Pagett
109093,05/08/1994,Amateur,Hal Hartley,Isabelle Huppert,Martin Donovan,Elina Löwensohn,Damian Young,Chuck Montgomery,Dave Simonds,Pamela Stewart,Erica Gimpel,Jan Leslie Harding,Terry Alexander
112384,30/06/1995,Apollo 13,Ron Howard,Tom Hanks,Bill Paxton,Kevin Bacon,Gary Sinise,Ed Harris,Kathleen Quinlan,Mary Kate Schellhardt,Emily Ann Lloyd,Miko Hughes,Max Elliott Slade
